ADP,Admissão,Desligamento,Desligado?,Iniciativa Desligamento,Tempo de Casa,Cod.Cargo,Cargo,Cod.Cargo Admissão,Cargo Admissão,CC,Area,Diretoria,Estado Civil,Educação,Idade Atual/ Desligamento,Idade na Admissão,Sexo,Banda,Nivel,Hora Extra 2016,Hora Negativa 2016,Ad. Noturno 2016,Absenteísmo 2016,Hora Extra 2017,Hora Negativa 2017,Ad. Noturno 2017,Absenteísmo 2017,2012/13 Rating,2012/13 Goal Achievement,2013/14 Rating,2013/14 Goal Achievement,2014/15 Rating,2014/15 Goal Achievement,2015/16 Rating,2015/16 Goal Achievement,2016/17 Rating,2016/17 Goal Achievement,AUMENTO 2012,AUMENTO 2013,AUMENTO 2014,AUMENTO 2015,AUMENTO 2016,AUMENTO 2017,DISSIDIO 2012,DISSIDIO 2013,DISSIDIO 2014,DISSIDIO 2015,DISSIDIO 2016,DISSIDIO 2017,MERITO 2012,MERITO 2013,MERITO 2014,MERITO 2015,MERITO 2016,MERITO 2017,PROMOÇÃO 2012,PROMOÇÃO 2013,PROMOÇÃO 2014,PROMOÇÃO 2015,PROMOÇÃO 2016,PROMOÇÃO 2017,PROMOVIDO
180,9/19/2011,          ,N,,7.3,1041,ESPECIALISTA,751,ESPECIALISTA,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,41,35.9123287671233,H,500,Middle Mgmt & Exp.Professionals,73.5133333333333,0,0.183333333333333,0,,,,0,Q,,Q,80,E,125,Q,98,Q,102.1,,,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,Y,,1
181,10/3/2011,3/19/2014,Y,Funcionário,2.5,813,ASSISTENTE,813,ASSISTENTE,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,22.3397260273973,19.8794520547945,H,100,Entry Level,,,,,,,,,E,,D,87.5,,,Q,100.3,Q,103.1,,,,,,,Y,Y,,,Y,,,Y,,,,,,,,,,,0
182,10/25/2011,          ,N,,7.2,768,GERENTE SR,793,GERENTE,1120,Strategy & New Products,Strategy & New Products,CASADO,SUPERIOR COMPLETO,47,41.6684931506849,H,650,SR Mgmt & Experts,,,,0,,,,0,Q,,D,80,Q,100,Q,97.4,D,87.8,,,,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,1
183,11/7/2011,8/15/2012,Y,Funcionário,0.8,793,GERENTE,793,GERENTE,1120,Strategy & New Products,Strategy & New Products,SOLTEIRO,SUPERIOR COMPLETO,31.7616438356164,30.9890410958904,H,500,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
184,11/16/2011,          ,N,,7.1,1046,ESPECIALISTA,817,ANALISTA SR,1012,FP&A,Finance,CASADO,SUPERIOR COMPLETO,32,26.7890410958904,M,400,Middle Mgmt & Exp.Professionals,79.05,0,0,0,24.55,0,0,0,E,,E,98,E,115,E,113,E,114.1,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y,Y,,,Y,,,,1
185,11/16/2011,2/10/2014,Y,Empregador ,2.2,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,TÉCNICO COMPLETO                   ,32.3698630136986,30.1315068493151,H,200,Entry Level,,,,,,,,,E,,Q,89.6,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
186,11/1/2011,9/30/2015,Y,Empregador ,3.9,736,DIRETORIA,677,DIRETORIA,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,45.758904109589,41.8438356164384,H,700,Organizational Leaders,,,,,,,,,Q,,Q,89.5,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
187,11/21/2011,7/2/2012,Y,Funcionário,0.6,649,ANALISTA PL,649,ANALISTA PL,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,22.6383561643836,22.0246575342466,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
188,11/21/2011,5/2/2012,Y,Funcionário,0.4,719,ANALISTA JR,719,ANALISTA JR,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,26.4821917808219,26.0356164383562,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
189,11/21/2011,6/1/2012,Y,Empregador ,0.5,818,ANALISTA PL,818,ANALISTA PL,1052,IT - Latam,IT,CASADO,MESTRADO                           ,49.4027397260274,48.8739726027397,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
190,12/1/2011,10/3/2016,Y,Funcionário,4.8,791,DIRETORIA,791,DIRETORIA,1100,Sales,Sales,CASADO,SUPERIOR COMPLETO,41.3945205479452,36.5506849315069,H,700,Organizational Leaders,,,,0,,,,,E,,Q,95.5,Q,,Q,114.7,,,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,Y,,,,,,,,,0
191,12/1/2011,          ,N,,7.1,793,GERENTE,793,GERENTE,1002,Integration,Operations,CASADO,PÓS GRADUAÇÃO                      ,46,40.586301369863,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,Q,,Q,92.8,E,115,Q,113.2,Q,103.7,,,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,,,,0
192,12/5/2011,5/14/2013,Y,Funcionário,1.4,611,COORDENADOR,611,COORDENADOR,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,27.0383561643836,25.5972602739726,H,300,Coord & Exp.Professionals,,,,,,,,,E,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
193,12/5/2011,3/1/2012,Y,Empregador ,0.2,742,COORDENADOR,742,COORDENADOR,1230,Implementation,Operations,SOLTEIRO,SUPERIOR COMPLETO,34.0082191780822,33.7698630136986,H,300,Coord & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
194,12/5/2011,6/11/2015,Y,Funcionário,3.5,742,COORDENADOR,742,COORDENADOR,1300,Site Acquisition,Operations,CASADO,SUPERIOR COMPLETO,33.9205479452055,30.4027397260274,H,300,Coord & Exp.Professionals,,,,,,,,,E,,Q,89.5,E,,,,,,,,,,,,Y,Y,Y,Y,,,Y,Y,Y,Y,,,,,,,,,0
195,12/12/2011,          ,N,,7.1,797,GERENTE,776,COORDENADOR,1270,Quality Control & Projects,Operations,CASADO,PÓS GRADUAÇÃO                      ,38,32.3452054794521,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,Q,,E,98.3,E,115.2,Q,100.5,Q,107.1,,,,Y,,,Y,Y,Y,Y,Y,,,Y,Y,Y,,Y,Y,,,,,,1
196,12/12/2011,8/18/2014,Y,Funcionário,2.7,820,ANALISTA JR,820,ANALISTA JR,1040,HR,HR & Facilities,SOLTEIRO,PÓS GRADUAÇÃO                      ,27.9205479452055,25.2356164383562,M,200,Entry Level,,,,,,,,,Q,,Q,92,,,,,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,,,0
197,1/2/2012,11/6/2012,Y,Funcionário,0.8,793,GERENTE,793,GERENTE,1230,Implementation,Operations,SOLTEIRO,PÓS GRADUAÇÃO                      ,32.4630136986301,31.6164383561644,M,500,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,0
198,1/2/2012,9/19/2014,Y,Funcionário,2.7,900,ANALISTA PL,823,ANALISTA JR,1120,Strategy & New Products,Strategy & New Products,SOLTEIRO,SUPERIOR COMPLETO,29.6493150684932,26.9342465753425,M,200,Entry Level,,,,,,,,,Q,,Q,94,,,,,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,Y,,,,1
199,1/2/2012,          ,N,,7.0,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,ENSINO MÉDIO COMPLETO,61,55.4767123287671,H,200,Entry Level,,,,0,,,,0,D,,Q,99.5,Q,105.6,Q,102.4,Q,102.4,Y,,,,,,Y,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
200,1/16/2012,          ,N,,7.0,702,COORDENADOR,702,COORDENADOR,1032,Licensing,Legal,CASADO,TÉCNICO COMPLETO                   ,38,33.3205479452055,H,400,Middle Mgmt & Exp.Professionals,11.9833333333333,4.76666666666667,2.7,0,2.6,16.2833333333333,0,0,Q,,Q,60.5,Q,100.1,Q,107,Q,100.7,,,,,,,Y,Y,Y,Y,Y,,,,,,Y,Y,,,,,,,0
201,1/18/2012,3/18/2013,Y,Empregador ,1.2,650,ASSISTENTE,650,ASSISTENTE,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,23.4958904109589,22.3315068493151,M,100,Entry Level,,,,,,,,,D,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
202,1/18/2012,10/1/2013,Y,Empregador ,1.7,848,ANALISTA PL,824,ANALISTA PL,1015,Accounts Receivables,Finance,SOLTEIRO,SUPERIOR COMPLETO,29.3150684931507,27.6109589041096,M,200,Entry Level,,,,,,,,,Q,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,0
203,1/18/2012,          ,N,,7.0,626,COORDENADOR,763,ANALISTA PL,1270,Quality Control & Projects,Operations,SOLTEIRO,MESTRADO                           ,32,27.2082191780822,M,300,Coord & Exp.Professionals,72.5,0,0,2,80.3,0,0.283333333333333,0,Q,,E,98.5,E,125.5,E,123.8,Q,103.3,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,,,Y,,,,Y,Y,,1
204,2/1/2012,          ,N,,6.9,946,GERENTE SR,826,GERENTE,1032,Licensing,Legal,CASADO,PÓS GRADUAÇÃO                      ,48,42.8630136986301,H,600,SR Mgmt & Experts,,,,0,,,,0,Q,,E,99.6,E,110.4,Q,105.5,Q,104.3,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,,,Y,,,,Y,,,1
205,2/1/2012,10/3/2012,Y,Funcionário,0.7,825,ANALISTA SR,825,ANALISTA SR,1015,Accounts Receivables,Finance,SOLTEIRO,SUPERIOR COMPLETO,28.0520547945205,27.3808219178082,H,300,Coord & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
206,2/13/2012,4/15/2013,Y,Empregador ,1.2,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,37.2821917808219,36.1123287671233,H,200,Entry Level,,,,,,,,,D,,,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
207,2/13/2012,          ,N,,6.9,1067,ANALISTA PL,827,ANALISTA PL,1220,Engineering,Operations,CASADO,ENSINO MÉDIO COMPLETO,37,32.0630136986301,H,200,Entry Level,40.25,6.71666666666667,0,0,17.3,0.283333333333333,0.016666666666667,0,Q,,E,98.5,E,125,Q,105.7,E,112.8,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,,,,,,,Y,,Y,1
208,3/1/2012,          ,N,,6.8,606,GERENTE,606,GERENTE,1210,BTS,Operations,CASADO,SUPERIOR COMPLETO,43,37.7671232876712,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,Q,,Q,99,Q,103.4,Q,102.8,Q,103.8,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,Y,,,,,,,,,0
209,3/1/2012,1/4/2013,Y,Funcionário,0.8,714,ANALISTA PL,714,ANALISTA PL,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,35.3917808219178,34.5452054794521,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
210,3/7/2012,          ,N,,6.8,863,ANALISTA SR,657,ANALISTA PL,1052,IT - Latam,IT,SOLTEIRO,SUPERIOR COMPLETO,31,26.2821917808219,H,400,Middle Mgmt & Exp.Professionals,33.5333333333333,0,0.483333333333333,5,113.5,0,43.45,0,Q,,Q,98.5,E,120,Q,104.6,Q,108.1,,,,,,,Y,Y,Y,Y,Y,,,,Y,,,,,Y,,Y,,Y,1
211,3/12/2012,4/5/2012,Y,Empregador ,0.1,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,31.9506849315068,31.8849315068493,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
212,3/15/2012,4/18/2013,Y,Funcionário,1.1,714,ANALISTA PL,714,ANALISTA PL,1012,FP&A,Finance,SOLTEIRO,SUPERIOR COMPLETO,25.5123287671233,24.4191780821918,M,200,Entry Level,,,,,,,,,D,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
213,3/15/2012,          ,N,,6.8,845,COORDENADOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,PÓS GRADUAÇÃO                      ,48,43.413698630137,H,300,Coord & Exp.Professionals,28.7333333333333,3,2.53333333333333,0,19.0166666666667,0.583333333333333,1.43333333333333,0,E,,Q,97.3,Q,101.6,Q,93,Q,103.5,Y,,Y,,,,Y,Y,Y,Y,Y,,,Y,,,,,Y,,,,,,1
214,3/21/2012,          ,N,,6.8,742,COORDENADOR,742,COORDENADOR,1300,Site Acquisition,Operations,SOLTEIRO,SUPERIOR COMPLETO,39,33.6520547945205,H,300,Coord & Exp.Professionals,25.3,0,0.016666666666667,0,69.8666666666667,0,4.7,0,Q,,E,91.5,E,120,E,109.8,Q,102.5,,,,,,,Y,Y,Y,Y,Y,,,,Y,Y,Y,,,,,,,,0
215,3/26/2012,3/14/2014,Y,Funcionário,2.0,798,GERENTE,798,GERENTE,1100,Sales,Sales,CASADO,SUPERIOR COMPLETO,33.0630136986301,31.0958904109589,M,400,Middle Mgmt & Exp.Professionals,,,,,,,,,Q,,D,93.5,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,0
216,4/2/2012,8/3/2015,Y,Empregador ,3.3,894,ANALISTA JR,821,ANALISTA PL,1032,Licensing,Legal,SOLTEIRO,ENSINO MÉDIO COMPLETO,25.7095890410959,22.372602739726,M,200,Entry Level,,,,,,,,,D,,D,80,D,,,,,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,0
217,4/17/2012,          ,N,,6.7,897,COORDENADOR,641,SUPERVISOR,1250,Maintenance,Operations,CASADO,TÉCNICO COMPLETO                   ,40,34.9616438356164,H,300,Coord & Exp.Professionals,54.1166666666667,7.68333333333333,0,0,37.25,16.7666666666667,0,0,Q,,Q,96.3,Q,104.3,Q,105.9,Q,100.6,,,,,,,,,,,,,,,,,,,,,,,,,0
218,4/17/2012,12/2/2013,Y,Empregador ,1.6,833,ANALISTA PL,833,ANALISTA PL,1120,Strategy & New Products,Strategy & New Products,SOLTEIRO,SUPERIOR COMPLETO,31.2438356164384,29.6164383561644,H,300,Coord & Exp.Professionals,,,,,,,,,Q,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
219,4/17/2012,7/25/2013,Y,Funcionário,1.3,824,ANALISTA PL,824,ANALISTA PL,1018,Landlord,Finance,CASADO,SUPERIOR COMPLETO,30.3671232876712,29.0958904109589,H,200,Entry Level,,,,,,,,,Q,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
220,4/17/2012,11/4/2014,Y,Funcionário,2.6,778,ASSISTENTE,832,ASSISTENTE,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,27.1972602739726,24.6465753424658,M,100,Entry Level,,,,,,,,,Q,,Q,99,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,0
221,4/17/2012,          ,N,,6.7,929,ANALISTA PL,834,ASSISTENTE,1032,Licensing,Legal,SOLTEIRO,SUPERIOR COMPLETO,32,27.2630136986301,M,200,Entry Level,61.3833333333333,0,0,4,21.3,0,0,0,Q,,Q,86.3,Q,105,Q,104.8,E,119.5,,,,,,,,Y,Y,Y,Y,,,Y,,,Y,,,,Y,,,Y,1
222,4/23/2012,          ,N,,6.7,934,ANALISTA SR,835,ANALISTA PL,1013,Treasury,Finance,SOLTEIRO,SUPERIOR COMPLETO,31,26.6054794520548,M,300,Coord & Exp.Professionals,91.5,0,0.65,0,29.0666666666667,0,0,0,Q,,E,92.5,Q,100,Q,103,E,110.3,,,,,,,,Y,Y,Y,Y,,,Y,,,Y,Y,,,Y,,,,1
223,5/2/2012,          ,N,,6.7,793,GERENTE,765,COORDENADOR,1002,Integration,Operations,SOLTEIRO,SUPERIOR COMPLETO,42,37.6602739726027,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,Q,,Q,89,Q,102.9,Q,106.7,Q,101.1,,,,Y,,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,,,,,1
224,5/21/2012,          ,N,,6.6,1039,ESPECIALISTA,836,ANALISTA SR,1052,IT - Latam,IT,CASADO,SUPERIOR COMPLETO,47,42.0493150684932,H,500,Middle Mgmt & Exp.Professionals,26.38,0,0,0,,,,0,E,,,,E,120,E,100,Q,100.4,,,,,,,,Y,Y,Y,Y,,,,,Y,,Y,,Y,,,Y,,1
225,6/4/2012,          ,N,,6.6,702,COORDENADOR,702,COORDENADOR,1032,Licensing,Legal,SOLTEIRO,PÓS GRADUAÇÃO                      ,35,30.4958904109589,H,400,Middle Mgmt & Exp.Professionals,46.4,0,0,2,10.3,0.666666666666667,0,0,Q,,Q,72.5,Q,105,Q,105,Q,101,,,,,,,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,0
226,6/4/2012,          ,N,,6.6,1032,ANALISTA SR,823,ANALISTA JR,1003,Real Estate,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,37,32.772602739726,M,300,Coord & Exp.Professionals,39.2666666666667,14.9,0,2,5.01666666666667,9.98333333333333,0,0,D,,Q,92,Q,109.7,Q,105,Q,112.2,,,,,,,,Y,Y,Y,Y,,,Y,,,,,,,Y,Y,,,1
227,6/4/2012,          ,N,,6.6,949,ANALISTA SR,837,ANALISTA PL,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,30,25.1123287671233,M,300,Coord & Exp.Professionals,90.4166666666667,0,0.683333333333333,9,70.8166666666667,0,0,0,Q,,Q,91.1,E,124.9,Q,99.3,Q,97.8,,,,,,,,Y,Y,Y,Y,,,Y,Y,,,Y,,,,Y,,,1
228,6/11/2012,          ,N,,6.6,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,SOLTEIRO,TÉCNICO COMPLETO                   ,36,31.7068493150685,H,200,Entry Level,,,,0,,,,0,E,,Q,91.6,Q,100,Q,106,E,109.4,Y,Y,,,,,,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
229,7/12/2012,          ,N,,6.5,778,ASSISTENTE,778,ASSISTENTE,1250,Maintenance,Operations,CASADO,ENSINO MÉDIO COMPLETO,38,33.358904109589,H,100,Entry Level,24.8166666666667,4.08333333333333,0,3,9.06666666666667,1.06666666666667,0.4,0,Q,,Q,83.5,E,120,E,100,E,110.8,,,,,,,,Y,Y,Y,Y,,,Y,,Y,Y,Y,,,,,,,0
230,7/17/2012,          ,N,,6.5,727,ANALISTA PL,824,ANALISTA PL,1030,Legal,Legal,CASADO,SUPERIOR COMPLETO,33,28.6328767123288,M,300,Coord & Exp.Professionals,57.0766666666667,0,0,0.999999999999999,14.6333333333333,2.95,0,0,D,,D,94,Q,105.5,Q,90,Q,91.8,,,,Y,Y,,,Y,Y,Y,Y,,,Y,,Y,Y,,,,,,,Y,1
231,8/1/2012,          ,N,,6.4,840,ANALISTA PL,842,ANALISTA PL,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,34,28.9835616438356,M,300,Coord & Exp.Professionals,46.2833333333333,0,0,22,3.66666666666667,0,0,0,Q,,E,99.5,Q,100.3,Q,110,Q,92.9,,,,,,,,Y,Y,Y,Y,,,Y,Y,,Y,,,,,,,,0
232,8/1/2012,          ,N,,6.4,702,COORDENADOR,702,COORDENADOR,1032,Licensing,Legal,SOLTEIRO,SUPERIOR COMPLETO,43,38.6,M,400,Middle Mgmt & Exp.Professionals,49.3333333333333,3.18333333333333,0,0,49.7666666666667,0,0,0,Q,,Q,86.3,Q,105,Q,105,Q,101,,,,,,,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,0
233,8/1/2012,6/2/2014,Y,Funcionário,1.8,843,GERENTE,843,GERENTE,1011,Finance,Finance,CASADO,PÓS GRADUAÇÃO                      ,29.8767123287671,28.041095890411,M,500,Middle Mgmt & Exp.Professionals,,,,,,,,,E,,C,0,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,0
234,8/6/2012,          ,N,,6.4,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,48,43.1561643835616,H,200,Entry Level,,,,0,,,,0,E,,Q,90.8,E,115,Q,99.8,Q,105.6,,Y,,,,,,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
235,8/13/2012,10/1/2012,Y,Empregador ,0.1,641,SUPERVISOR,641,SUPERVISOR,1230,Implementation,Operations,CASADO,SUPERIOR COMPLETO,57.786301369863,57.6520547945206,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
236,8/20/2012,          ,N,,6.4,909,ANALISTA PL,641,SUPERVISOR,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,31,26.7479452054795,H,300,Coord & Exp.Professionals,127.466666666667,0,2.53333333333333,0.999999999999999,68,0,0.75,0,Q,,Q,92.7,Q,104.4,Q,99.5,E,102.3,,Y,,,,,,Y,Y,Y,Y,,,,,Y,,,,,,,,Y,1
237,8/20/2012,3/18/2013,Y,Funcionário,0.6,827,ANALISTA PL,827,ANALISTA PL,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,26.3972602739726,25.8219178082192,M,200,Entry Level,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
238,8/20/2012,          ,N,,6.4,861,GERENTE,728,GERENTE,1030,Legal,Legal,CASADO,SUPERIOR COMPLETO,36,31.8986301369863,H,600,SR Mgmt & Experts,,,,0,,,,0,Q,,E,99,O,125.2,E,107.5,E,106.6,,,,,,,,Y,Y,Y,Y,,,Y,Y,,,Y,,,,Y,,,1
239,9/3/2012,          ,N,,6.3,1048,ANALISTA SR,828,ANALISTA JR,1052,IT - Latam,IT,SOLTEIRO,SUPERIOR COMPLETO,34,29.1424657534247,M,400,Middle Mgmt & Exp.Professionals,16.5633333333333,0,0.333333333333333,0.999999999999999,38.5166666666667,0.35,15.5,0,Q,,,,Q,100,Q,100,Q,112.9,,,,,,,,Y,Y,Y,Y,,,,,Y,Y,Y,,,Y,,Y,,1
240,9/3/2012,7/10/2013,Y,Funcionário,0.8,840,ANALISTA PL,840,ANALISTA PL,1220,Engineering,Operations,SOLTEIRO,MESTRADO                           ,27.3123287671233,26.4630136986301,H,300,Coord & Exp.Professionals,,,,,,,,,Q,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
241,9/17/2012,3/24/2016,Y,Funcionário,3.5,953,GERENTE SR,800,GERENTE,1012,FP&A,Finance,CASADO,SUPERIOR COMPLETO,38.227397260274,34.7095890410959,H,600,SR Mgmt & Experts,,,,0,,,,,Q,,E,97,E,,,,,,,,,,Y,,,Y,Y,Y,,,,,Y,,Y,,,,,Y,,,1
242,11/5/2012,2/21/2014,Y,Empregador ,1.3,824,ANALISTA PL,824,ANALISTA PL,1015,Accounts Receivables,Finance,SOLTEIRO,SUPERIOR COMPLETO,29.2,27.9041095890411,H,200,Entry Level,,,,,,,,,0,,C,93,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
243,11/7/2012,          ,N,,6.2,845,COORDENADOR,845,COORDENADOR,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,44,39.3698630136986,H,300,Coord & Exp.Professionals,107,2.26666666666667,0,0,60.4333333333333,2.11666666666667,0,0,0,,D,95.5,Q,101.5,Q,91,Q,105.1,,,,,,,,Y,Y,Y,Y,,,,,,Y,Y,,,,,,,0
244,11/12/2012,          ,N,,6.1,598,COORDENADOR,824,ANALISTA PL,1016,Lease Abstraction,Finance,SEPARADO,SUPERIOR COMPLETO,45,40.6493150684932,H,400,Middle Mgmt & Exp.Professionals,325.853333333333,0,30.5833333333333,0,169.583333333333,0,25.1833333333333,0,0,,Q,94,Q,105,E,112.5,E,110.6,,,,,Y,,,Y,Y,Y,Y,,,,,,Y,,,,,Y,,Y,1
245,11/22/2012,          ,N,,6.1,962,COORDENADOR,715,COORDENADOR,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,34,29.3068493150685,H,400,Middle Mgmt & Exp.Professionals,38.3333333333333,0,25.5833333333333,0,28.7166666666667,0,2.96666666666667,0,0,,E,95,E,120,E,114,E,110.8,,,,,,,,Y,Y,Y,Y,,,Y,Y,Y,Y,,,,,,,,0
246,12/3/2012,5/13/2014,Y,Empregador ,1.4,729,COORDENADOR,729,COORDENADOR,1120,Strategy & New Products,Strategy & New Products,CASADO,SUPERIOR COMPLETO,29.2602739726027,27.8191780821918,M,300,Coord & Exp.Professionals,,,,,,,,,0,,C,45.5,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,0
247,1/2/2013,          ,N,,6.0,966,ANALISTA PL,819,SUPERVISOR,1231,Reinforcement,Operations,SOLTEIRO,SUPERIOR COMPLETO,40,36.1561643835616,H,300,Coord & Exp.Professionals,50.85,0,0,0,180.25,0,0,0,,,Q,95.5,Q,104.8,Q,106.4,Q,105.1,,,,Y,,,,Y,Y,Y,Y,,,,Y,Y,,Y,,,,,,,0
248,1/3/2013,4/15/2016,Y,Funcionário,3.3,896,GERENTE SR,810,GERENTE,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,35.5232876712329,32.241095890411,H,650,SR Mgmt & Experts,,,,0,,,,,,,O,98.8,O,,,,,,,,,,,,,Y,Y,Y,,,,,,Y,,,,,Y,,,,1
249,1/21/2013,          ,N,,5.9,790,DIRETORIA,790,DIRETORIA,1000,Administrative,Administrative,CASADO,PÓS GRADUAÇÃO                      ,47,42.6684931506849,H,850,Organizational Leaders,,,,0,,,,0,,,,,E,128.9,E,124.5,E,135,,,,,,,,Y,Y,Y,Y,,,,Y,Y,,Y,,,,,,,0
250,1/21/2013,          ,N,,5.9,744,ANALISTA PL,744,ANALISTA PL,1051,IT - Infra,IT,CASADO,SUPERIOR COMPLETO,38,33.8027397260274,H,200,Entry Level,180.316666666667,0,12.5833333333333,11,78.1,1.13333333333333,1.4,0,,,,,E,120,E,104.5,Q,102.8,,,,,,Y,,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,0
251,1/21/2013,4/11/2013,Y,Funcionário,0.2,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,25.9753424657534,25.7561643835616,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
252,2/4/2013,          ,N,,5.9,954,ANALISTA SR,824,ANALISTA PL,1015,Accounts Receivables,Finance,SOLTEIRO,SUPERIOR COMPLETO,32,27.9808219178082,M,300,Coord & Exp.Professionals,180.8,0,11.7166666666667,5,39.2833333333333,0,0.216666666666667,0,,,Q,94,Q,105,Q,105,Q,102.7,,,,,,,,Y,Y,Y,Y,,,,Y,,,,,,,Y,,,1
